ev;kategoria;indoklas;dijazott_azon;nev;szemely_nev;szemely_teljes_nev;nem;szuletesi_ev;szuletesi_datum;szuletesi_hely;szervezet_nev;rovidites;alapitas_eve;jelleg;hovatartozas_1;hovatartozas_2;hovatartozas_3;hovatartozas_4
2012;Kémiai;for studies of G-protein-coupled receptors;879;Brian Kobilka;Brian Kobilka;Brian K. Kobilka;férfi;;1955-05-30;Észak-Amerika;;;;Személy;Stanford University School of Medicine, Stanford, CA, USA;;;
2012;Fizikai;for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems;877;David J. Wineland;David J. Wineland;David J. Wineland;férfi;;1944-02-24;Észak-Amerika;;;;Személy;National Institute of Standards and Technology, Boulder, CO, USA;University of Colorado, Boulder, CO, USA;;
2012;Béke;for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe;881;European Union (EU);;;;;;;European Union (EU);EU;1952;Szervezet;;;;
2012;Közgazdasági;for the theory of stable allocations and the practice of market design;883;Lloyd S. Shapley;Lloyd S. Shapley;Lloyd S. Shapley;férfi;;1923-06-02;Észak-Amerika;;;;Személy;University of California, Los Angeles, CA, USA;;;
2012;Irodalmi;who with hallucinatory realism merges folk tales, history and the contemporary;880;Mo Yan;Mo Yan;Mo Yan;férfi;;1955-02-02;Ázsia;;;;Személy;;;;
2012;Kémiai;for studies of G-protein-coupled receptors;878;Robert J. Lefkowitz;Robert J. Lefkowitz;Robert J. Lefkowitz;férfi;;1943-04-15;Észak-Amerika;;;;Személy;Howard Hughes Medical Institute, N/A;Duke University Medical Center, Durham, NC, USA;;
2012;Fizikai;for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems;876;Serge Haroche;Serge Haroche;Serge Haroche;férfi;;1944-09-11;Afrika;;;;Személy;Collège de France, Paris, France;École Normale Supérieure, Paris, France;;
2012;Orvosi;for the discovery that mature cells can be reprogrammed to become pluripotent;875;Shinya Yamanaka;Shinya Yamanaka;Shinya Yamanaka;férfi;;1962-09-04;Ázsia;;;;Személy;Kyoto University, Kyoto, Japan;Gladstone Institutes, San Francisco, CA, USA;;
2012;Orvosi;for the discovery that mature cells can be reprogrammed to become pluripotent;874;Sir John B. Gurdon;Sir John B. Gurdon;Sir John B. Gurdon;férfi;;1933-10-02;Európa;;;;Személy;Gurdon Institute, Cambridge, United Kingdom;;;
2013;Irodalmi;master of the contemporary short story;892;Alice Munro;Alice Munro;Alice Munro;nő;;1931-07-10;Észak-Amerika;;;;Személy;;;;
2013;Kémiai;for the development of multiscale models for complex chemical systems;891;Arieh Warshel;Arieh Warshel;Arieh Warshel;férfi;;1940-11-20;Ázsia;;;;Személy;University of Southern California, Los Angeles, CA, USA;;;
2013;Közgazdasági;for their empirical analysis of asset prices;894;Eugene F. Fama;Eugene F. Fama;Eugene F. Fama;férfi;;1939-02-14;Észak-Amerika;;;;Személy;University of Chicago, Chicago, IL, USA;;;
2013;Fizikai;for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider;887;François Englert;François Englert;François Englert;férfi;;1932-11-06;Európa;;;;Személy;Université Libre de Bruxelles, Brussels, Belgium;;;
2013;Orvosi;for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells;884;James E. Rothman;James E. Rothman;James E. Rothman;férfi;;1950-11-03;Észak-Amerika;;;;Személy;Yale University, New Haven, CT, USA;;;
2013;Közgazdasági;for their empirical analysis of asset prices;895;Lars Peter Hansen;Lars Peter Hansen;Lars Peter Hansen;férfi;;1952-10-26;Észak-Amerika;;;;Személy;University of Chicago, Chicago, IL, USA;;;
2013;Kémiai;for the development of multiscale models for complex chemical systems;889;Martin Karplus;Martin Karplus;Martin Karplus;férfi;;1930-03-15;Európa;;;;Személy;Université de Strasbourg, Strasbourg, France;Harvard University, Cambridge, MA, USA;;
2013;Kémiai;for the development of multiscale models for complex chemical systems;890;Michael Levitt;Michael Levitt;Michael Levitt;férfi;;1947-05-09;Afrika;;;;Személy;Stanford University School of Medicine, Stanford, CA, USA;;;
2013;Béke;for its extensive efforts to eliminate chemical weapons;893;Organisation for the Prohibition of Chemical Weapons;;;;;;;Organisation for the Prohibition of Chemical Weapons;OPCW;1997;Szervezet;;;;
2013;Fizikai;for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider;888;Peter Higgs;Peter Higgs;Peter W. Higgs;férfi;;1929-05-29;Európa;;;;Személy;University of Edinburgh, Edinburgh, United Kingdom;;;
2013;Orvosi;for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells;885;Randy W. Schekman;Randy W. Schekman;Randy W. Schekman;férfi;;1948-12-30;Észak-Amerika;;;;Személy;University of California, Berkeley, CA, USA;Howard Hughes Medical Institute, N/A;;
2013;Közgazdasági;for their empirical analysis of asset prices;896;Robert J. Shiller;Robert J. Shiller;Robert J. Shiller;férfi;;1946-03-29;Észak-Amerika;;;;Személy;Yale University, New Haven, CT, USA;;;
2013;Orvosi;for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells;886;Thomas C. Südhof;Thomas C. Südhof;Thomas C. Südhof;férfi;;1955-12-22;Európa;;;;Személy;Stanford University, Stanford, CA, USA;Howard Hughes Medical Institute, N/A;;
2014;Orvosi;for their discoveries of cells that constitute a positioning system in the brain;905;Edvard I. Moser;Edvard I. Moser;Edvard I. Moser;férfi;;1962-04-27;Európa;;;;Személy;Norwegian University of Science and Technology (NTNU), Trondheim, Norway;;;
2014;Kémiai;for the development of super-resolved fluorescence microscopy;909;Eric Betzig;Eric Betzig;Eric Betzig;férfi;;1960-01-13;Észak-Amerika;;;;Személy;Janelia Research Campus, Howard Hughes Medical Institute, Ashburn, VA, USA;;;
2014;Fizikai;for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources;907;Hiroshi Amano;Hiroshi Amano;Hiroshi Amano;férfi;;1960-09-11;Ázsia;;;;Személy;Nagoya University, Nagoya, Japan;;;
2014;Fizikai;for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources;906;Isamu Akasaki;Isamu Akasaki;Isamu Akasaki;férfi;;1929-01-30;Ázsia;;;;Személy;Meijo University, Nagoya, Japan;Nagoya University, Nagoya, Japan;;
2014;Közgazdasági;for his analysis of market power and regulation;915;Jean Tirole;Jean Tirole;Jean Tirole;férfi;;1953-08-09;Európa;;;;Személy;Toulouse School of Economics (TSE), Toulouse, France;;;
2014;Orvosi;for their discoveries of cells that constitute a positioning system in the brain;903;John O'Keefe;John O'Keefe;John O'Keefe;férfi;;1939-11-18;Észak-Amerika;;;;Személy;University College, London, United Kingdom;;;
2014;Béke;for their struggle against the suppression of children and young people and for the right of all children to education;913;Kailash Satyarthi;Kailash Satyarthi;Kailash Satyarthi;férfi;;1954-01-11;Ázsia;;;;Személy;;;;
2014;Béke;for their struggle against the suppression of children and young people and for the right of all children to education;914;Malala Yousafzai;Malala Yousafzai;Malala Yousafzai;nő;;1997-07-12;Ázsia;;;;Személy;;;;
2014;Orvosi;for their discoveries of cells that constitute a positioning system in the brain;904;May-Britt Moser;May-Britt Moser;May-Britt Moser;nő;;1963-01-04;Európa;;;;Személy;Norwegian University of Science and Technology (NTNU), Trondheim, Norway;;;
2014;Irodalmi;for the art of memory with which he has evoked the most ungraspable human destinies and uncovered the life-world of the occupation;912;Patrick Modiano;Patrick Modiano;Patrick Modiano;férfi;;1945-07-30;Európa;;;;Személy;;;;
2014;Fizikai;for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources;908;Shuji Nakamura;Shuji Nakamura;Shuji Nakamura;férfi;;1954-05-22;Ázsia;;;;Személy;University of California, Santa Barbara, CA, USA;;;
2014;Kémiai;for the development of super-resolved fluorescence microscopy;910;Stefan W. Hell;Stefan W. Hell;Stefan W. Hell;férfi;;1962-12-23;Európa;;;;Személy;Max Planck Institute for Biophysical Chemistry, Göttingen, Germany;German Cancer Research Center, Heidelberg, Germany;;
2014;Kémiai;for the development of super-resolved fluorescence microscopy;911;William E. Moerner;William E. Moerner;William E. Moerner;férfi;;1953-06-24;Észak-Amerika;;;;Személy;Stanford University, Stanford, CA, USA;;;
2015;Közgazdasági;for his analysis of consumption, poverty, and welfare;926;Angus Deaton;Angus Deaton;Angus Deaton;férfi;;1945-10-19;Európa;;;;Személy;Princeton University, Princeton, NJ, USA;;;
2015;Fizikai;for the discovery of neutrino oscillations, which shows that neutrinos have mass;920;Arthur B. McDonald;Arthur B. McDonald;Arthur B. McDonald;férfi;;1943-08-29;Észak-Amerika;;;;Személy;Queen's University, Kingston, Canada;;;
2015;Kémiai;for mechanistic studies of DNA repair;923;Aziz Sancar;Aziz Sancar;Aziz Sancar;férfi;;1946-09-08;Ázsia;;;;Személy;University of North Carolina, Chapel Hill, NC, USA;;;
2015;Béke;for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011;925;National Dialogue Quartet ;;;;;;;National Dialogue Quartet ;;;Szervezet;;;;
2015;Kémiai;for mechanistic studies of DNA repair;922;Paul Modrich;Paul Modrich;Paul Modrich;férfi;;1946-06-13;Észak-Amerika;;;;Személy;Howard Hughes Medical Institute, Durham, NC, USA;Duke University School of Medicine, Durham, NC, USA;;
2015;Orvosi;for their discoveries concerning a novel therapy against infections caused by roundworm parasites;917;"Satoshi &#332;mura";"Satoshi &#332;mura";"Satoshi &#332;mura";férfi;;1935-07-12;Ázsia;;;;Személy;Kitasato University, Tokyo, Japan;;;
2015;Irodalmi;for her polyphonic writings, a monument to suffering and courage in our time;924;Svetlana Alexievich;Svetlana Alexievich;Svetlana Alexievich;nő;;1948-05-31;Európa;;;;Személy;;;;
2015;Fizikai;for the discovery of neutrino oscillations, which shows that neutrinos have mass;919;Takaaki Kajita;Takaaki Kajita;Takaaki Kajita;férfi;;1959-03-09;Ázsia;;;;Személy;University of Tokyo, Kashiwa, Japan;;;
2015;Kémiai;for mechanistic studies of DNA repair;921;Tomas Lindahl;Tomas Lindahl;Tomas Lindahl;férfi;;1938-01-28;Európa;;;;Személy;Francis Crick Institute, Hertfordshire, United Kingdom;Clare Hall Laboratory, Hertfordshire, United Kingdom;;
2015;Orvosi;for her discoveries concerning a novel therapy against Malaria;918;Tu Youyou;Tu Youyou;Tu Youyou;nő;;1930-12-30;Ázsia;;;;Személy;China Academy of Traditional Chinese Medicine, Beijing, China;;;
2015;Orvosi;for their discoveries concerning a novel therapy against infections caused by roundworm parasites;916;William C. Campbell;William C. Campbell;William C. Campbell;férfi;;1930-06-28;Európa;;;;Személy;Drew University, Madison, NJ, USA;;;
2016;Közgazdasági;for their contributions to contract theory;936;Bengt Holmström;Bengt Holmström;Bengt Holmström;férfi;;1949-04-18;Európa;;;;Személy;Massachusetts Institute of Technology (MIT), Cambridge, MA, USA;;;
2016;Kémiai;for the design and synthesis of molecular machines;933;Bernard L. Feringa;Bernard L. Feringa;Bernard L. Feringa;férfi;;1951-05-18;Európa;;;;Személy;University of Groningen, Groningen, the Netherlands;;;
2016;Irodalmi;for having created new poetic expressions within the great American song tradition;937;Bob Dylan;Bob Dylan;Bob Dylan;férfi;;1941-05-24;Észak-Amerika;;;;Személy;;;;
2016;Fizikai;for theoretical discoveries of topological phase transitions and topological phases of matter;928;David J. Thouless;David J. Thouless;David J. Thouless;férfi;;1934-09-21;Európa;;;;Személy;University of Washington, Seattle, WA, USA;;;
2016;Fizikai;for theoretical discoveries of topological phase transitions and topological phases of matter;929;F. Duncan M. Haldane;F. Duncan M. Haldane;F. Duncan M. Haldane;férfi;;1951-09-14;Európa;;;;Személy;Princeton University, Princeton, NJ, USA;;;
2016;Fizikai;for theoretical discoveries of topological phase transitions and topological phases of matter;930;J. Michael Kosterlitz;J. Michael Kosterlitz;J. Michael Kosterlitz;férfi;;1943-06-22;Európa;;;;Személy;Brown University, Providence, RI, USA;;;
2016;Kémiai;for the design and synthesis of molecular machines;931;Jean-Pierre Sauvage;Jean-Pierre Sauvage;Jean-Pierre Sauvage;férfi;;1944-10-21;Európa;;;;Személy;University of Strasbourg, Strasbourg, France;;;
2016;Béke;for his resolute efforts to bring the country's more than 50-year-long civil war to an end;934;Juan Manuel Santos;Juan Manuel Santos;Juan Manuel Santos;férfi;;1951-08-10;Dél-Amerika;;;;Személy;;;;
2016;Közgazdasági;for their contributions to contract theory;935;Oliver Hart;Oliver Hart;Oliver Hart;férfi;;1948-10-09;Európa;;;;Személy;Harvard University, Cambridge, MA, USA;;;
2016;Kémiai;for the design and synthesis of molecular machines;932;Sir J. Fraser Stoddart;Sir J. Fraser Stoddart;Sir J. Fraser Stoddart;férfi;;1942-05-24;Európa;;;;Személy;Northwestern University, Evanston, IL, USA;;;
2016;Orvosi;for his discoveries of mechanisms for autophagy;927;Yoshinori Ohsumi;Yoshinori Ohsumi;Yoshinori Ohsumi;férfi;;1945-02-09;Ázsia;;;;Személy;Tokyo Institute of Technology, Tokyo, Japan;;;
2017;Fizikai;for decisive contributions to the LIGO detector and the observation of gravitational waves;942;Barry C. Barish;Barry C. Barish;Barry C. Barish;férfi;;1936-01-27;Észak-Amerika;;;;Személy;LIGO/VIRGO Collaboration, N/A;California Institute of Technology (Caltech), Pasadena, CA, USA;;
2017;Béke;for its work to draw attention to the catastrophic humanitarian consequences of any use of nuclear weapons and for its ground-breaking efforts to achieve a treaty-based prohibition of such weapons;948;International Campaign to Abolish Nuclear Weapons (ICAN);;;;;;;International Campaign to Abolish Nuclear Weapons (ICAN);ICAN;2007;Szervezet;;;;
2017;Kémiai;for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution;944;Jacques Dubochet;Jacques Dubochet;Jacques Dubochet;férfi;;1942-06-08;Európa;;;;Személy;University of Lausanne, Lausanne, Switzerland;;;
2017;Orvosi;for their discoveries of molecular mechanisms controlling the circadian rhythm;938;Jeffrey C. Hall;Jeffrey C. Hall;Jeffrey C. Hall;férfi;;1945-05-03;Észak-Amerika;;;;Személy;University of Maine, Maine, ME, USA;;;
2017;Kémiai;for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution;945;Joachim Frank;Joachim Frank;Joachim Frank;férfi;;1940-09-12;Európa;;;;Személy;Columbia University, New York, NY, USA;;;
2017;Irodalmi;who, in novels of great emotional force, has uncovered the abyss beneath our illusory sense of connection with the world;947;Kazuo Ishiguro;Kazuo Ishiguro;Kazuo Ishiguro;férfi;;1954-11-08;Ázsia;;;;Személy;;;;
2017;Fizikai;for decisive contributions to the LIGO detector and the observation of gravitational waves;943;Kip S. Thorne;Kip S. Thorne;Kip S. Thorne;férfi;;1940-06-01;Észak-Amerika;;;;Személy;LIGO/VIRGO Collaboration, N/A;California Institute of Technology (Caltech), Pasadena, CA, USA;;
2017;Orvosi;for their discoveries of molecular mechanisms controlling the circadian rhythm;939;Michael Rosbash;Michael Rosbash;Michael Rosbash;férfi;;1944-03-07;Észak-Amerika;;;;Személy;Brandeis University, Waltham, MA, USA;Howard Hughes Medical Institute, N/A;;
