dal_azon;cim;hely_azon;hangszer1;hangszer2;hangszer3;hangszer4;hangszer5;hangszer6;hangszer7;hangszer8;mufaj1;mufaj2;mufaj3;mufaj4;tanc;felvetel_azon;youtube_id;kezdete;vege
1360;ti-montsonos;73;Percussion;Lyra;;;;;;;Traditional;Pontian;;;1;1359;i6kJdvFwCoA;4984;5083
1361;ti-na-sou-po-pedi-mou;66;Voice;Mandolin;Guitar;;;;;;Traditional;Southern-Italian;;;0;1360;l2gUntzxeVc;4319;4526
1362;ti-na-ta-kano-ta-flouria-thelo-na-rixei-mia-vrochi-tsamika;71;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;1;1361;ifRo_Z05kuQ;5154;5366
1363;ti-romiosyni-mi-tin-klais;;Voice;Piano;Guitar;Bouzouki;Bass;Accordion;;;Laiko;Melodized-poetry;;;0;1362;cKXi8_5_Rd4;42;209
1364;ti-se-melei-esenane;13;Voice;Violin;Santouri;Percussion;Oud;Laouto;Klarino;;Traditional;Mikrasiatiko;;;1;1363;5z-ZGft2zCI;5708;5801
1365;ti-simera-ti-avrio-ti-tora;;Voice;Piano;Guitar;Bouzouki;Bass;Accordion;;;Laiko;;;;0;1364;zkoqg3VRVLA;3871;4036
1366;ti-thalassa-ti-galani;67;Voice;Violin;Santouri;Percussion;Laouto;Guitar;;;Traditional;Nisiotiko;Aegean;;1;1365;5z-ZGft2zCI;3884;3958
1367;ti-thalassa-ti-galani-2;32;Voice;Violin;Santouri;Laouto;;;;;Traditional;Nisiotiko;Aegean;;1;1366;CJ7m2WduEh8;4988;5120
1368;ti-thalassa-ti-galani-3;67;Voice;Violin;Santouri;Laouto;Bass;;;;Traditional;Nisiotiko;Aegean;;1;1367;q9e6UQh6d0c;1427;1561
1369;tik-argon;73;Voice;Percussion;Lyra;;;;;;Traditional;Pontian;;;1;1368;LL6pe_UtAe0;3976;4169
1370;tik-diplon;73;Voice;Percussion;Klarino;;;;;;Traditional;Pontian;;;1;1369;i6kJdvFwCoA;5273;5404
1371;tik-dytikou-pontou;73;Voice;Percussion;Lyra;;;;;;Traditional;Pontian;;;1;1370;LL6pe_UtAe0;2909;3035
1372;tik-monon;73;Voice;Percussion;Lyra;Floghera;;;;;Traditional;Pontian;;;1;1371;LL6pe_UtAe0;692;856
1373;tik-tromachton;73;Percussion;Lyra;Laouto;Floghera;;;;;Traditional;Pontian;;;1;1372;VmaUraZpvI8;1198;1291
1374;tikin;73;Voice;Percussion;Lyra;;;;;;Traditional;Pontian;;;1;1373;LL6pe_UtAe0;2517;2683
1375;tin-akri-akri-to-gialo;;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Sarakatsani;;;1;1374;FXS9jCtkFLk;2116;2377
1376;tin-chrysi-mou-tin-parea;;Voice;Floghera;;;;;;;Traditional;Sarakatsani;;;1;1375;FXS9jCtkFLk;795;931
1377;tin-perdika-pou-piasame;38;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;0;1376;qrOwc1mLFUk;1691;1745
1378;tinos-na-po-ton-pono-mou;2;Voice;Percussion;Oud;Ney;Lyra;Kanonaki;Bass;;Traditional;Nisiotiko;Aegean;;0;1377;Dd0IreIlLJE;5997;6135
1379;tis-agia-sofias;;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Sarakatsani;;;1;1378;FXS9jCtkFLk;1431;1660
1380;tis-dikaiosynis-ilie-noite;;Voice;Piano;Guitar;Bouzouki;Bass;Accordion;;;Laiko;Melodized-poetry;;;0;1379;cKXi8_5_Rd4;367;665
1381;tis-erythraias-to-nero;13;Voice;Percussion;;;;;;;Traditional;Mikrasiatiko;;;1;1380;-YUXPO1BSRw;1559;1704
1382;tis-labros-to-tragoudi;69;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Peloponnesian;;;1;1381;o4XzhbCL0QM;2555;2763
1383;tis-mavras-to-stoicheio;20;Voice;;;;;;;;Traditional;Peloponnesian;;;0;1382;6bLFhgwoKsY;1083;1132
1384;tis-michanis-to-forema;6;Voice;;;;;;;;Traditional;Nisiotiko;Aegean;;0;1383;-Lae0QmE15A;3042;3177
1385;tis-moiras-to-paihnidi;;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Laiko;;;;0;1384;vl46xtCpsEw;5104;5285
1386;tis-sousas;5;Voice;;;;;;;;Traditional;Nisiotiko;Aegean;;0;1385;_mUIVNdIJFU;764;925
1387;tis-to-vgalane;;Voice;Violin;Santouri;Percussion;Laouto;Guitar;;;Rebetiko;;;;1;1386;0cj8BNcAhg4;5369;5528
1388;tis-triantafyllias-ta-fylla;67;Voice;Violin;Santouri;Laouto;;;;;Traditional;Nisiotiko;Aegean;;0;1387;EoJoqvZukgw;6119;6238
1389;tis-xeniteias;20;Voice;;;;;;;;Traditional;Peloponnesian;;;0;1388;6bLFhgwoKsY;1565;1695
1390;titara;73;Percussion;Lyra;;;;;;;Traditional;Pontian;;;1;1389;i6kJdvFwCoA;5087;5194
1391;tiz;73;Voice;Percussion;Lyra;;;;;;Traditional;Pontian;;;1;1390;LL6pe_UtAe0;3685;3835
1392;to-aroma;34;Voice;Percussion;Mandolin;Guitar;Floghera;;;;Traditional;Nisiotiko;Aegean;;0;1391;XpfvGga-5tU;3316;3556
1393;to-aroma-skopos-tou-bilali;;Voice;Guitar;Bouzouki;;;;;;Traditional;Arrangement;;;0;1392;vd8WTrc12Uo;4999;5276
1394;to-diavatirio;;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Laiko;;;;0;1393;ysRZQuuew_A;3247;3431
1395;to-diko-sou-to-marazi;;Voice;Guitar;Bouzouki;Accordion;;;;;Laiko;;;;0;1394;GQoE6eVqP38;4858;5056
1396;to-fantaraki;;Voice;Guitar;Bouzouki;Accordion;;;;;Rebetiko;;;;0;1395;GQoE6eVqP38;2418;2607
1397;to-filerimo-trygoni;65;Voice;Violin;Percussion;Laouto;Kanonaki;;;;Traditional;Mikrasiatiko;;;1;1396;ozHAP8gMIY8;3782;3897
1398;to-gialo-gialo;71;Voice;Violin;Tambouras;Percussion;Ney;Laouto;;;Traditional;Epirotic;;;0;1397;vzCauXf6VhE;3043;3233
1399;to-gramma;;Voice;Guitar;Bouzouki;Accordion;;;;;Laiko;;;;0;1398;GQoE6eVqP38;5223;5413
1400;to-gramma-2;;Voice;Piano;Guitar;Bouzouki;Bass;Accordion;;;Rebetiko;;;;0;1399;tzCMruLs9bM;2571;2818
1401;to-gramma-3;;Voice;Guitar;;;;;;;Newer;;;;0;1400;ysRZQuuew_A;5281;5601
1402;to-grigoro-pouli;64;Violin;Percussion;Laouto;Klarino;Guitar;;;;Traditional;Macedonian;;;1;1401;G9DwnuVgsVs;1970;2073
1403;to-kastro-diplos;5;Voice;;;;;;;;Traditional;Nisiotiko;Aegean;;1;1402;J-PqcxTXtp4;2686;2938
1404;to-klama-tis-penias-manolis-chiotis-christos-kolokotronis;;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Rebetiko;;;;0;1403;L3fe3KGksU8;5251;5479
1405;to-klenisma-ti-nyfes;73;Zournas;Percussion;;;;;;;Traditional;Pontian;;;0;1404;i6kJdvFwCoA;2988;3087
1406;to-kouritsi-m-t-asprou-ntachtarisma-se-sygkathisto-choro-apo-kavakli;62;Voice;Tsampouna;Percussion;Accordion;;;;;Traditional;Thracian;;;1;1405;vLTBEHw011s;6297;6577
1407;to-krasi-ki-an-to-pino;;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Rebetiko;;;;0;1406;GgGRYZMKezE;3699;3899
1408;to-laiko-tsigaro;;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Laiko;;;;0;1407;vl46xtCpsEw;1367;1545
1409;to-mathate-more-paidia;69;Voice;Violin;Percussion;Laouto;;;;;Traditional;Peloponnesian;;;1;1408;o4XzhbCL0QM;3497;3549
1410;to-mathate-ti-egine;69;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Peloponnesian;;;1;1409;o4XzhbCL0QM;5393;5576
1411;to-mentil;73;Zournas;Percussion;;;;;;;Traditional;Pontian;;;1;1410;i6kJdvFwCoA;2638;2760
1412;to-naftopoulo;5;Voice;;;;;;;;Traditional;Nisiotiko;Aegean;;0;1411;_mUIVNdIJFU;1262;1363
1413;to-organaki;;Voice;Guitar;Bouzouki;Baglamas;Accordion;;;;Rebetiko;;;;0;1412;YEPmaDr_UMA;3333;3519
1414;to-paidi-tou-dromou;;Voice;Violin;Santouri;Percussion;Laouto;Guitar;;;Rebetiko;;;;0;1413;0cj8BNcAhg4;1;222
1415;to-paliabelo;65;Voice;Violin;Tambouras;Santouri;Percussion;Oud;Klarino;;Traditional;Mikrasiatiko;;;1;1414;kJl_glSyJMo;2870;3076
1416;to-parapono-tou-laoutou;;Laouto;;;;;;;;Newer;;;;0;1415;tbbAWeVEHFQ;48;195
1417;to-plataniotiko-nero;24;Voice;Violin;Tambouras;Santouri;Percussion;Laouto;Guitar;;Traditional;Nisiotiko;Aegean;;1;1416;6ZDyC-wpRXM;3296;3569
1418;to-porpateman-ti-nyfes;73;Zournas;Percussion;;;;;;;Traditional;Pontian;;;1;1417;i6kJdvFwCoA;3087;3197
1419;to-pos-apokoimithika;;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Sarakatsani;;;1;1418;FXS9jCtkFLk;1701;1906
1420;to-proi-me-xypnas-me-filia-2;;Voice;Guitar;Bass;Accordion;;;;;Newer;Urban-light;;;0;1419;VrnG_gxNwH8;6411;6595
1421;to-prosfygaki;65;Voice;Violin;Santouri;Laouto;Kanonaki;Guitar;;;Rebetiko;Mikrasiatiko;;;0;1420;0cj8BNcAhg4;581;856
1422;to-romantzo-mas;;Voice;Guitar;Bouzouki;Accordion;;;;;Laiko;;;;0;1421;GQoE6eVqP38;3194;3376
1423;to-sakaki;;Voice;Guitar;Bouzouki;Baglamas;;;;;Rebetiko;;;;1;1422;IzjFkYASGbY;2851;3079
1424;to-skalopati-sou;;Voice;Violin;Piano;Guitar;Accordion;;;;Urban-folk;Urban-light;;;0;1423;Desg3iWdxGU;3282;3467
1425;to-stoicheiomeno-spiti-giorgos-lafkas-charalabos-vasileiadis;;Voice;Guitar;Bouzouki;Baglamas;Accordion;;;;Rebetiko;;;;0;1424;L3fe3KGksU8;3848;4068
1426;to-tavernaki;;Voice;Guitar;Bouzouki;Baglamas;Accordion;;;;Laiko;;;;0;1425;YEPmaDr_UMA;566;755
1427;to-traino-germanias-athinon;;Voice;Guitar;Bouzouki;Bass;Baglamas;Accordion;;;Laiko;;;;0;1426;ysRZQuuew_A;3771;3940
1428;to-tram-to-teleftaio;;Voice;Piano;Guitar;Bouzouki;Bass;Accordion;;;Laiko;;;;0;1427;zkoqg3VRVLA;943;1063
1429;to-trechantiraki;65;Voice;Violin;Tambouras;Oud;;;;;Traditional;Mikrasiatiko;;;0;1428;kJl_glSyJMo;2574;2780
1430;to-trelovaporo;;Voice;Piano;Guitar;Bouzouki;Bass;Accordion;;;Newer;Melodized-poetry;;;0;1429;cKXi8_5_Rd4;6342;6587
1431;to-tseliotaki;26;Voice;;;;;;;;Traditional;Peloponnesian;;;1;1430;o4XzhbCL0QM;4839;5048
1432;to-vespaki-to-koritsi-mou-ki-ego;;Voice;Violin;Piano;Guitar;Bass;Accordion;;;Urban-folk;Urban-light;;;0;1431;Desg3iWdxGU;3474;3660
1433;ton-giorgaki-sou-xechnas;;Voice;Guitar;Bouzouki;Accordion;;;;;Rebetiko;;;;0;1432;GQoE6eVqP38;47;166
1434;ton-kolokotronaion-tsamikos;69;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Peloponnesian;;;1;1433;4yPS8r0qVTw;6341;6590
1435;ton-vaion;73;Voice;Percussion;Lyra;Laouto;;;;;Traditional;Pontian;;;0;1434;VmaUraZpvI8;3352;3551
1436;tora-ein-o-mais;63;Voice;Violin;Percussion;Laouto;Klarino;Guitar;;;Traditional;Central-Greek;;;1;1435;GIOAt5GHt3I;967;1123
1437;tora-pou-stisan-ton-choro;62;Voice;Violin;Percussion;Laouto;Klarino;Kanonaki;;;Traditional;Thracian;;;1;1436;vLTBEHw011s;1275;1494
1438;tora-to-kontovrado;69;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Peloponnesian;;;1;1437;6bLFhgwoKsY;5230;5349
1439;tora-to-vrady-vrady;63;Voice;Violin;Percussion;Laouto;Klarino;Guitar;Bass;;Traditional;Central-Greek;;;1;1438;g4hypPA6D9Y;5967;6053
1440;tou-ai-giorgi;5;Voice;;;;;;;;Traditional;Nisiotiko;Aegean;;0;1439;_mUIVNdIJFU;1680;1752
1441;tou-angeli-goviou-syrtos;74;Voice;;;;;;;;Traditional;Nisiotiko;Euboean;;0;1440;ozHAP8gMIY8;624;736
1442;tou-angeli-tou-goviou;74;Voice;Violin;Laouto;;;;;;Traditional;Nisiotiko;Euboean;;0;1441;ozHAP8gMIY8;415;595
1443;tou-flessa-i-mana;69;Voice;Violin;Laouto;Klarino;;;;;Traditional;Peloponnesian;;;0;1442;4yPS8r0qVTw;4827;5165
1444;tou-kitsou-i-mana;63;Voice;Violin;Percussion;Oud;Laouto;Klarino;;;Traditional;Central-Greek;;;0;1443;8gH9iexkXME;3805;4041
1445;tou-kyr-tasou;64;Trumpet;Trombone;Percussion;Klarino;Accordion;;;;Traditional;Macedonian;;;1;1444;dIqJ-N3_Tso;5826;6095
1446;tou-livykou-to-pelagos;;Voice;Tambouras;Percussion;Ney;Guitar;;;;Newer;;;;0;1445;XpfvGga-5tU;1236;1504
1447;tou-louka;64;Trumpet;Trombone;Percussion;Klarino;Accordion;;;;Traditional;Macedonian;;;1;1446;dIqJ-N3_Tso;4094;4370
1448;tous-bekrides-an-dikasoune;;Voice;Mandolin;Guitar;Bass;;;;;Urban-folk;Urban-light;;;0;1447;GgGRYZMKezE;2189;2350
1449;touta-ta-kala-trapezia;64;Trumpet;Trombone;Percussion;Klarino;Accordion;;;;Traditional;Macedonian;;;1;1448;dIqJ-N3_Tso;3927;4028
1450;touto-to-vary-cheimona;12;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;1;1449;UaYoyQPZEuo;4721;4869
1451;toy-seferli-roumlouki;64;Violin;Santouri;Percussion;Laouto;Klarino;;;;Traditional;Macedonian;;;0;1450;U6oWHEVNvfY;784;830
1452;tragouda-kamilirei;;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Laiko;;;;0;1451;vl46xtCpsEw;3564;3756
1453;tragoudi-angela-christou-kai-kalliopi-bouga;65;Voice;;;;;;;;Traditional;Mikrasiatiko;;;0;1452;kJl_glSyJMo;193;359
1454;tragoudi-gia-to-xyrisma-tou-gabrou;32;Voice;Floghera;;;;;;;Traditional;Nisiotiko;Aegean;;0;1453;CJ7m2WduEh8;1559;1691
1455;tragoudi-tis-piperias;74;Voice;;;;;;;;Traditional;Nisiotiko;Euboean;;0;1454;ozHAP8gMIY8;814;852
1456;tragoudi-tou-gamou;77;Voice;;;;;;;;Traditional;Nisiotiko;Cypriot;;0;1455;4mMJSlECbh4;4428;4484
1457;trechantiraki;59;Voice;Violin;Percussion;Laouto;Bass;;;;Traditional;Nisiotiko;Aegean;;1;1456;V-8YVU5FnTo;3641;3817
1458;trechatos;5;Voice;Tsampouna;Percussion;;;;;;Traditional;Nisiotiko;Aegean;;1;1457;_mUIVNdIJFU;5192;5294
1459;treis-chronous-ego-polemo;11;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Macedonian;;;1;1458;gMz1OBS9FlQ;3301;3530
1460;treis-fragkopoules;68;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Thessalic;;;1;1459;8gH9iexkXME;3373;3602
1461;treis-labadoules-tsamikos;64;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Macedonian;;;1;1460;gMz1OBS9FlQ;2826;2998
1462;tria-ti-kotsari-kars;73;Percussion;Klarino;;;;;;;Traditional;Pontian;;;1;1461;LL6pe_UtAe0;5837;5984
1463;tria-ti-kotsari-kotsari;73;Tsampouna;Percussion;Lyra;Laouto;;;;;Traditional;Pontian;;;1;1462;VmaUraZpvI8;4057;4230
1464;trianta-karavia-armenizan;69;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Peloponnesian;;;0;1463;4yPS8r0qVTw;5562;5789
1465;triar;73;Voice;Percussion;Lyra;;;;;;Traditional;Pontian;;;1;1464;LL6pe_UtAe0;3278;3501
1466;tripat-i-trikotson;73;Percussion;Lyra;;;;;;;Traditional;Pontian;;;1;1465;LL6pe_UtAe0;3046;3139
1467;tromachton;73;Voice;Percussion;Klarino;;;;;;Traditional;Pontian;;;1;1466;i6kJdvFwCoA;5404;5514
1468;trygona;73;Voice;Percussion;Lyra;Floghera;;;;;Traditional;Pontian;;;1;1467;LL6pe_UtAe0;1327;1521
1469;trygona-2;63;Voice;Violin;Percussion;Laouto;Klarino;Guitar;;;Traditional;Central-Greek;;;0;1468;GIOAt5GHt3I;1808;1999
1470;trygona-trapezountas-trygona-matsoukas;73;Voice;Tsampouna;Percussion;;;;;;Traditional;Pontian;;;1;1469;VmaUraZpvI8;2045;2251
1471;trygona-v-besiris;39;Violin;Percussion;Laouto;Klarino;Guitar;;;;Traditional;Epirotic;;;0;1470;G9DwnuVgsVs;4815;5012
1472;trygos;4;Voice;Violin;Guitar;Accordion;;;;;Traditional;Nisiotiko;Ionian;;0;1471;t60GoECE0p8;5664;5814
1473;tsabouna;67;Violin;Santouri;Laouto;Bass;;;;;Traditional;Nisiotiko;Aegean;;1;1472;q9e6UQh6d0c;2508;2620
1474;tsabouna-2;67;Voice;Violin;Santouri;Laouto;;;;;Traditional;Nisiotiko;Aegean;;1;1473;EoJoqvZukgw;2088;2285
1475;tsabouniarikos-apokriatikos-skopos;24;Tsampouna;;;;;;;;Traditional;Nisiotiko;Aegean;;1;1474;Uijl65qxrrg;3976;4033
1476;tsakirmize;13;Voice;Percussion;;;;;;;Traditional;Mikrasiatiko;;;1;1475;-YUXPO1BSRw;5652;5789
1477;tsakisto;17;Violin;Percussion;Laouto;Klarino;;;;;Traditional;Epirotic;;;0;1476;qrOwc1mLFUk;6113;6165
1478;tsakisto-fillipos-rountas;17;Violin;Percussion;Laouto;Klarino;Guitar;;;;Traditional;Epirotic;;;1;1477;G9DwnuVgsVs;3874;3981
1479;tsakitzis;13;Voice;Violin;Percussion;Laouto;Klarino;Kanonaki;;;Traditional;Mikrasiatiko;;;1;1478;vLTBEHw011s;2487;2710
1480;tsakitzis-2;13;Voice;Violin;Santouri;Percussion;Laouto;Klarino;;;Traditional;Mikrasiatiko;;;1;1479;U6oWHEVNvfY;5419;5699
1481;tsamiko-dionysis-savvopoulos;;Voice;Piano;Guitar;Bouzouki;Bass;Accordion;;;Newer;;;;0;1480;cKXi8_5_Rd4;3572;3723
1482;tsamiko-rast;63;Violin;Percussion;Laouto;Klarino;Guitar;Bass;;;Traditional;Central-Greek;;;1;1481;g4hypPA6D9Y;5608;5746
1483;tsamikos;71;Violin;Tambouras;Percussion;Ney;Laouto;Bass;;;Traditional;Epirotic;;;0;1482;vzCauXf6VhE;4411;4534
1484;tsamourikos-ikaria;1;Violin;Santouri;Laouto;;;;;;Traditional;Nisiotiko;Aegean;;1;1483;CPLOoAZonTI;3403;3520
1485;tsamourikos-ikariotikos;1;Violin;Santouri;Laouto;;;;;;Traditional;Nisiotiko;Aegean;;1;1484;Zy8tjrTf4sg;1979;2175
1486;tsanakalis;64;Trumpet;Trombone;Percussion;Klarino;Accordion;;;;Traditional;Macedonian;;;1;1485;dIqJ-N3_Tso;598;801
1487;tsaragot-i-chorontikon;73;Zournas;Percussion;;;;;;;Traditional;Pontian;;;1;1486;i6kJdvFwCoA;1945;2074
1488;tsarntas;;Violin;Guitar;Cimbalom;Bass;Accordion;;;;Traditional;;;;0;1487;TpK-XXFl51o;1982;2069
1489;tsattista;72;Voice;Violin;Laouto;;;;;;Traditional;Nisiotiko;Cretan;;1;1488;4mMJSlECbh4;4484;4657
1490;tsift;37;Voice;Violin;Santouri;Percussion;Oud;Kanonaki;;;Traditional;Mikrasiatiko;;;1;1489;5fJXkyrSxo4;5809;5993
1491;tsifteteli-3;60;Voice;Violin;Tambouras;Santouri;Percussion;Oud;Klarino;;Traditional;Nisiotiko;Aegean;;1;1490;kJl_glSyJMo;1498;1631
1492;tsipoul-tsipoul;73;Voice;Percussion;Lyra;;;;;;Traditional;Pontian;;;1;1491;LL6pe_UtAe0;4177;4302
1493;tsopanos-ekatevaine;32;Voice;;;;;;;;Traditional;Nisiotiko;Aegean;;0;1492;CJ7m2WduEh8;2134;2277
1494;tsourtougouzous;73;Percussion;Lyra;;;;;;;Traditional;Pontian;;;1;1493;VmaUraZpvI8;3187;3325
1495;tzako-elenitsa;65;Voice;Violin;Guitar;Cimbalom;Bass;Accordion;;;Traditional;Mikrasiatiko;;;1;1494;TpK-XXFl51o;4501;4685
1496;tzane-m-potame;43;Voice;;;;;;;;Traditional;Macedonian;Polyphonic;;0;1495;6ZDyC-wpRXM;1631;1748
1497;tzemile-manolis-chiotis;;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Laiko;;;;0;1496;L3fe3KGksU8;5631;5797
1498;tzin-kai-froumel;;Voice;Percussion;Guitar;Bouzouki;Bass;Accordion;;;Laiko;;;;0;1497;pxhw04LZhiY;5344;5510
1499;vale-krasi-sto-mastrapa;7;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;0;1498;KzKkszPd-eM;6218;6485
1500;vale-me-stin-agkalia-sou;;Voice;Violin;Santouri;Laouto;Kanonaki;Guitar;;;Rebetiko;;;;0;1499;0cj8BNcAhg4;1748;1906
1501;valentina;;Voice;Percussion;Guitar;Bouzouki;Bass;Accordion;;;Laiko;;;;1;1500;pxhw04LZhiY;5541;5725
1502;vals;;Violin;Mandolin;Guitar;;;;;;Urban-folk;;;;1;1501;e206O9UMfN0;4973;5180
1503;vals-2;1;Violin;Santouri;Laouto;;;;;;Urban-folk;Nisiotiko;Aegean;;1;1502;Zy8tjrTf4sg;4499;4586
1504;varethika-ta-niata-mou;20;Voice;;;;;;;;Traditional;Peloponnesian;;;0;1503;6bLFhgwoKsY;857;993
1505;varethika-tin-xeniteia;38;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;Polyphonic;;1;1504;UaYoyQPZEuo;2628;2750
1506;varethika-tin-xenitia;38;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;0;1505;qrOwc1mLFUk;1526;1691
1507;varia-varoun-ta-simantra;71;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;1;1506;niplI7Bv-30;1146;1351
1508;varia-varoun-ta-simantra-sygkathistos;71;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;1;1507;ifRo_Z05kuQ;4901;5098
1509;varka-gialo;;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Laiko;;;;1;1508;q9e6UQh6d0c;5779;5912
1510;varka-mou-bogiatismeni;6;Voice;;;;;;;;Traditional;Nisiotiko;Aegean;;0;1509;-Lae0QmE15A;646;740
1511;varka-sto-gialo;;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Laiko;;;;1;1510;q9e6UQh6d0c;5911;6013
1512;varkari-mou;67;Voice;Violin;Santouri;Laouto;;;;;Traditional;Nisiotiko;Aegean;;0;1511;CPLOoAZonTI;263;424
1513;varkoula;;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Sarakatsani;;;1;1512;FXS9jCtkFLk;2855;3046
1514;varkoula-2;4;Voice;Violin;Guitar;Accordion;;;;;Traditional;Nisiotiko;Ionian;;0;1513;t60GoECE0p8;593;784
1515;vary;64;Trumpet;Trombone;Percussion;Klarino;Accordion;;;;Traditional;Macedonian;;;1;1514;dIqJ-N3_Tso;4697;4898
1516;vary-piskopiano;72;Voice;Percussion;Ney;;;;;;Urban-folk;Cretan;;;0;1515;V-8YVU5FnTo;3821;4003
1517;vary-zeibekiko-i-zeibekiko-re;2;Violin;Santouri;Guitar;;;;;;Traditional;Nisiotiko;Aegean;;1;1516;mp1pK6b1Oho;5395;5542
1518;vasilarchontissa;12;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;1;1517;wFOvhBpFM1o;4034;4165
1519;vasilepsen-avgerinos;62;Voice;Violin;Santouri;Percussion;Ney;Lyra;Laouto;Kanonaki;Traditional;Thracian;;;1;1518;Aws0Y3aLaIs;594;767
1520;vasili-m-katse-fronima;63;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Central-Greek;;;1;1519;00SbCAkyXhQ;4933;5080
1521;vasilikos-tha-gino;17;Voice;Percussion;Guitar;Bass;Accordion;;;;Traditional;Epirotic;;;1;1520;fooYiNew79E;3614;3845
1522;vasilopoula-therize-theristiatikos;5;Voice;;;;;;;;Traditional;Nisiotiko;Aegean;;0;1521;_mUIVNdIJFU;407;475
1523;vatous-kai-agkathia;69;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Peloponnesian;;;1;1522;6bLFhgwoKsY;6445;6585
1524;vatous-ki-agkathia;40;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;0;1523;qrOwc1mLFUk;4101;4203
1525;velouchi-mou-pentamorfo;63;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Central-Greek;;;1;1524;00SbCAkyXhQ;4129;4360
1526;viini-oara-si-vtzimou;71;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;Vlachic;;1;1525;niplI7Bv-30;6223;6490
1527;vira-tis-agkyres;;Voice;Piano;Guitar;Bass;Accordion;;;;Newer;;;;0;1526;zkoqg3VRVLA;1548;1780
1528;virginada;71;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;1;1527;5z-ZGft2zCI;1912;2106
1529;vlacha;61;Voice;Violin;Guitar;Cimbalom;Bass;Accordion;;;Traditional;Nisiotiko;Aegean;;0;1528;TpK-XXFl51o;2502;2745
1530;vlachika-beratia;12;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;Vlachic;;1;1529;UaYoyQPZEuo;6241;6457
1531;vlamissa;;Voice;Guitar;;;;;;;Urban-folk;Urban-light;;;0;1530;vd8WTrc12Uo;3813;3993
1532;volioumai-na-xenitefto;12;Voice;;;;;;;;Traditional;Epirotic;Vlachic;;1;1531;wFOvhBpFM1o;903;990
1533;voskistikos;3;Voice;Lyra;Laouto;;;;;;Traditional;Nisiotiko;Aegean;;0;1532;4mMJSlECbh4;782;957
1534;voskitiko;50;Lyra;Laouto;;;;;;;Traditional;Nisiotiko;Aegean;;1;1533;4mMJSlECbh4;2326;2473
1535;vothriatikos-balos;22;Voice;Violin;Santouri;Laouto;Guitar;;;;Traditional;Nisiotiko;Aegean;;1;1534;CPLOoAZonTI;3070;3228
1536;voula-mar-voula;71;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;Vlachic;;1;1535;niplI7Bv-30;3272;3461
1537;voulgara;63;Violin;Percussion;Laouto;Klarino;Guitar;Bass;;;Traditional;Central-Greek;;;1;1536;g4hypPA6D9Y;6220;6480
1538;voulgariko;81;Voice;Percussion;;;;;;;Traditional;Bulgarian;Polyphonic;;0;1537;k_U5rTSHIMo;4876;5013
1539;voulgariko-2;;Voice;Lyra;Guitar;;;;;;Traditional;Arrangement;;;0;1538;2_xwDiunBrs;2140;2409
1540;voulo-mor-tsivoulo-syrto-sta-dyo;12;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;Vlachic;;1;1539;wFOvhBpFM1o;2150;2266
